plant_num	PrairieName	grwthstg	vigor	leaf_rust	Rust_response	stem_rust	Leaf_blotch	viral_symptoms	notes_AUG2020	Region	Year	Prairie	notes_sept2020	notes_sept2019	notes_July_2019	notes_aug1st_2019	Trip_number	viral_percent
1	Ogg	6.9	6	0	0	0	1	3	NA	C	2020	C2	NA	NA	NA	NA	3	NA
2	Ogg	NA	3	0	0	0	0.5	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
3	Ogg	7.1	4	0.01	2	0	2	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
4	Ogg	7.3	4	0	0	0	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
5	Ogg	7.1	4	0	0	0	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
6	Ogg	7.3	4	0	0	0	0	3	downymildew5	C	2020	C2	NA	NA	NA	NA	3	NA
7	Ogg	7.7	5	0	0	0	0	1	NA	C	2020	C2	NA	NA	NA	NA	3	NA
8	Ogg	8.4	5	0	0	0	0.5	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
9	Ogg	4.1	5	0	0	0	0	3	ama(apicalmeristemabortion)	C	2020	C2	NA	NA	NA	NA	3	NA
10	Ogg	7	4	0	0	0	0	3	NA	C	2020	C2	NA	NA	NA	NA	3	NA
11	Ogg	6.9	0	0	0	0	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
12	Ogg	6.9	5	0.01	2	0	0	4	NA	C	2020	C2	NA	NA	NA	NA	3	NA
13	Ogg	8.3	5	0.1	2	0.1	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
14	Ogg	8.5	6	0	0	0	0	4	seedcollected	C	2020	C2	NA	NA	NA	NA	3	NA
15	Ogg	7.5	6	0.1	2	0.1	0	2	seedcollected	C	2020	C2	NA	NA	NA	NA	3	NA
16	Ogg	7.1	6	0	0	0	0.5	5	NA	C	2020	C2	NA	NA	NA	NA	3	NA
17	Ogg	7.9	5	0	0	0	0	3	NA	C	2020	C2	NA	NA	NA	NA	3	NA
18	Ogg	8.5	6	0	0	0	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
19	Ogg	6.9	4	0	0	0	0	2	NA	C	2020	C2	NA	NA	NA	NA	3	NA
20	Ogg	4.1	4	0	0	0	0	3	hcw(headclippingwevels)	C	2020	C2	NA	NA	NA	NA	3	NA
1	PrairiePark	NA	0	NA	NA	NA	NA	NA	NA	C	2020	C1	NA	NA	NA	NA	3	NA
2	PrairiePark	NA	3	0.5	2	0.1	0.1	1	NA	C	2020	C1	NA	NA	NA	NA	3	NA
3	PrairiePark	NA	2	0.1	2	0.1	0.1	1	NA	C	2020	C1	NA	NA	NA	NA	3	NA
4	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
5	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
6	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
7	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
8	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
9	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
10	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
11	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
12	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
13	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
14	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
15	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
16	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
17	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
18	PrairiePark	NA	0	NA	NA	NA	NA	NA	mortalitiesduetomowing	C	2020	C1	NA	NA	NA	NA	3	NA
19	PrairiePark	NA	2	0	0	0	30	NA	NA	C	2020	C1	NA	NA	NA	NA	3	NA
20	PrairiePark	NA	2	0	0	0	20	NA	NA	C	2020	C1	NA	NA	NA	NA	3	NA
1	KillCreek	7.1	6	0.1	2	1	2	1	NA	C	2020	C3	NA	NA	NA	NA	3	NA
2	KillCreek	7.3	5	0.1	2	0.1	5	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
3	KillCreek	8.2	5	0	0	0	1	1	NA	C	2020	C3	NA	NA	NA	NA	3	NA
4	KillCreek	6.9	4	0	0	0	1	1	NA	C	2020	C3	NA	NA	NA	NA	3	NA
5	KillCreek	NA	NA	NA	NA	NA	NA	NA	tooclosetoothers	C	2020	C3	NA	NA	NA	NA	3	NA
6	KillCreek	NA	NA	NA	NA	NA	NA	NA	NA	C	2020	C3	NA	NA	NA	NA	3	NA
7	KillCreek	8.5	4	0	0	0	0	2	downymildrew.5	C	2020	C3	NA	NA	NA	NA	3	NA
8	KillCreek	8.9	4	0	0	0	0.1	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
9	KillCreek	7.1	5	0.1	2	0	0.1	3	NA	C	2020	C3	NA	NA	NA	NA	3	NA
10	KillCreek	7.3	6	0	0	0	2	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
11	KillCreek	7.5	9	0	0	0	1	4	dm2	C	2020	C3	NA	NA	NA	NA	3	NA
12	KillCreek	7.5	3	0.1	2	0	1	1	NA	C	2020	C3	NA	NA	NA	NA	3	NA
13	KillCreek	7.1	5	0	0	0	0.5	3	NA	C	2020	C3	NA	NA	NA	NA	3	NA
14	KillCreek	8.1	6	0	0	0	0.5	3	dm2	C	2020	C3	NA	NA	NA	NA	3	NA
15	KillCreek	8.1	5	0	0	0	0.5	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
16	KillCreek	7.5	4	0	0	0	0.5	2	dm1	C	2020	C3	NA	NA	NA	NA	3	NA
17	KillCreek	NA	0	NA	NA	NA	NA	NA	NA	C	2020	C3	NA	NA	NA	NA	3	NA
18	KillCreek	8.7	7	0	0	0	0.1	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
19	KillCreek	7.3	7	0.01	2	0	2	3	NA	C	2020	C3	NA	NA	NA	NA	3	NA
20	KillCreek	7.1	5	0	0	0	1	2	NA	C	2020	C3	NA	NA	NA	NA	3	NA
21	KillCreek	7.1	4	0	0	0	0.1	2	replacefor5wpt23	C	2020	C3	NA	NA	NA	NA	3	NA
22	KillCreek	7.5	5	0	0	0	0	3	dm1	C	2020	C3	NA	NA	NA	NA	3	NA
23	KillCreek	8.5	5	0	0	0	1	6	NA	C	2020	C3	NA	NA	NA	NA	3	NA
1	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	"manystems,herbbeaverorrodent?"	C	2020	C4	NA	NA	NA	NA	3	NA
2	LexingtonLake	NA	NA	0	0	0	0	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
3	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
4	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
5	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
6	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
7	LexingtonLake	NA	NA	0	0	0	0.1	NA	herbbeaverorrodent?AndHeadclippingwevels	C	2020	C4	NA	NA	NA	NA	3	NA
8	LexingtonLake	8.9	NA	0.1	2	0	0.1	2	"vigrousplant,16stalkseatenbyherbbeaverorrodent?"	C	2020	C4	NA	NA	NA	NA	3	NA
9	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
10	LexingtonLake	NA	NA	0	0	0	0.5	3	NA	C	2020	C4	NA	NA	NA	NA	3	NA
11	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
12	LexingtonLake	6.9	NA	0	0	0	0.1	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
13	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
14	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
15	LexingtonLake	7.1	3	0	0	0	1	2	NA	C	2020	C4	NA	NA	NA	NA	3	NA
16	LexingtonLake	7.1	NA	0	0	0	0.5	4	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
17	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
18	LexingtonLake	NA	NA	NA	NA	NA	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
19	LexingtonLake	NA	NA	NA	NA	0.1	NA	NA	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
20	LexingtonLake	NA	3	0	0	0	0	3	NA	C	2020	C4	NA	NA	NA	NA	3	NA
21	LexingtonLake	7.1	4	0	0	0	0.1	3	NA	C	2020	C4	NA	NA	NA	NA	3	NA
22	LexingtonLake	8.9	NA	0	0	0	0.5	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
23	LexingtonLake	7.1	4	0	0	0	0	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
24	LexingtonLake	6.9	NA	0	0	0	0	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
25	LexingtonLake	6.1	NA	0	0	0	0	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
26	LexingtonLake	7.3	NA	0	0	0	0.1	2	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
27	LexingtonLake	8.9	NA	0	0	0	0.5	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
28	LexingtonLake	6.9	NA	0	0	0	0.1	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
29	LexingtonLake	7.1	NA	0	0	0	0	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
30	LexingtonLake	6.9	NA	0	0	0	0	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
31	LexingtonLake	7.1	NA	0	0	0	0.5	2	herbbeaverorrodent?manystems	C	2020	C4	NA	NA	NA	NA	3	NA
32	LexingtonLake	7.1	NA	0	0	0	0.5	3	herbbeaverorrodent?	C	2020	C4	NA	NA	NA	NA	3	NA
1	Loda	NA	3	0	0	0	0.1	2	NA	E	2020	E3	NA	NA	NA	NA	3	NA
2	Loda	NA	3	0	0	0	0	4	NA	E	2020	E3	NA	NA	NA	NA	3	NA
3	Loda	6.9	3	0	0	0	2	7	NA	E	2020	E3	NA	NA	NA	NA	3	NA
4	Loda	NA	4	0	0	0	0.1	5	NA	E	2020	E3	NA	NA	NA	NA	3	NA
5	Loda	6.9	4	0	0	0	0	6	NA	E	2020	E3	NA	NA	NA	NA	3	NA
6	Loda	NA	3	0	0	0	0	6	NA	E	2020	E3	NA	NA	NA	NA	3	NA
7	Loda	NA	3	0	0	0	0	6	NA	E	2020	E3	NA	NA	NA	NA	3	NA
8	Loda	NA	3	0	0	0	0.1	4	NA	E	2020	E3	NA	NA	NA	NA	3	NA
9	Loda	NA	2	0	0	0	0	5	NA	E	2020	E3	NA	NA	NA	NA	3	NA
10	Loda	NA	3	0	0	0	0.1	2	NA	E	2020	E3	NA	NA	NA	NA	3	NA
11	Loda	NA	3	0	0	0	0.5	4	NA	E	2020	E3	NA	NA	NA	NA	3	NA
12	Loda	NA	2	0	0	0	0	0	NA	E	2020	E3	NA	NA	NA	NA	3	NA
13	Loda	NA	2	0	0	0	0	1	NA	E	2020	E3	NA	NA	NA	NA	3	NA
14	Loda	NA	4	0	0	0	0	7	NA	E	2020	E3	NA	NA	NA	NA	3	NA
15	Loda	6.9	4	0	0	0	0.1	5	NA	E	2020	E3	NA	NA	NA	NA	3	NA
16	Loda	NA	4	0	0	0	0.5	7	NA	E	2020	E3	NA	NA	NA	NA	3	NA
17	Loda	NA	2	0	0	0	0	5	"newredplantdisease,picsontablet,onplantandnearbyplant"	E	2020	E3	NA	NA	NA	NA	3	NA
18	Loda	na	3	0	0	0	0	3	NA	E	2020	E3	NA	NA	NA	NA	3	NA
19	Loda	NA	3	0	0	0	0	1	NA	E	2020	E3	NA	NA	NA	NA	3	NA
20	Loda	7.9	4	0	0	0	1	5	NA	E	2020	E3	NA	NA	NA	NA	3	NA
1	Prospect	NA	4	0	0	0	0	2	norustunlessnoted	E	2020	E2	NA	NA	NA	NA	3	NA
2	Prospect	7.9	3	0	0	0	1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
3	Prospect	NA	4	0	0	0	1	3	NA	E	2020	E2	NA	NA	NA	NA	3	NA
4	Prospect	5.9	4	0	0	0	0.1	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
5	Prospect	7.9	3	0	0	0	0.1	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
6	Prospect	7.3	3	0	0	0	0.5	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
7	Prospect	NA	3	0	0	0	0	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
8	Prospect	7.7	4	0	0	0	0.1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
9	Prospect	7.9	3	0	0	0	0.1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
10	Prospect	NA	3	0	0	0	0.5	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
11	Prospect	7.9	4	0	0	0	1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
12	Prospect	7.5	4	0	0	0	1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
13	Prospect	7.9	4	0	0	0	1	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
14	Prospect	NA	4	0	0	0	0.5	3	NA	E	2020	E2	NA	NA	NA	NA	3	NA
15	Prospect	NA	4	0	0	0	5	1	sunscorching?	E	2020	E2	NA	NA	NA	NA	3	NA
16	Prospect	NA	4	0	0	0	1	2	NA	E	2020	E2	NA	NA	NA	NA	3	NA
17	Prospect	7.1	3	0	0	0	0.5	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
18	Prospect	NA	3	0	0	0	0.5	3	NA	E	2020	E2	NA	NA	NA	NA	3	NA
19	Prospect	NA	2	0	0	0	0.1	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
20	Prospect	NA	3	0	0	0	0	1	NA	E	2020	E2	NA	NA	NA	NA	3	NA
1	Pellsville	7.1	4	0	0	0	0	3	norustunlessnoted	E	2020	E1	NA	NA	NA	NA	3	NA
2	Pellsville	4.9	4	0	0	0	0	5	NA	E	2020	E1	NA	NA	NA	NA	3	NA
3	Pellsville	4.7	4	0	0	0	0	7	NA	E	2020	E1	NA	NA	NA	NA	3	NA
4	Pellsville	NA	3	0	0	0	0	5	NA	E	2020	E1	NA	NA	NA	NA	3	NA
5	Pellsville	6.9	4	0	0	0	0.1	6	NA	E	2020	E1	NA	NA	NA	NA	3	NA
6	Pellsville	7.1	4	0	0	0	0.1	4	NA	E	2020	E1	NA	NA	NA	NA	3	NA
7	Pellsville	7.1	3	0	0	0	0	2	NA	E	2020	E1	NA	NA	NA	NA	3	NA
8	Pellsville	5.9	4	0	0	0	0	4	NA	E	2020	E1	NA	NA	NA	NA	3	NA
9	Pellsville	NA	4	0	0	0	0.1	8	stuntedbystrangness	E	2020	E1	NA	NA	NA	NA	3	NA
10	Pellsville	6.9	3	0	0	0	0.5	5	NA	E	2020	E1	NA	NA	NA	NA	3	NA
11	Pellsville	4.3	4	0	0	0	0.5	3	NA	E	2020	E1	NA	NA	NA	NA	3	NA
12	Pellsville	5.5	5	0	0	0	0	1	nobrust	E	2020	E1	NA	NA	NA	NA	3	NA
13	Pellsville	6.9	4	0	0	0	1	2	NA	E	2020	E1	NA	NA	NA	NA	3	NA
14	Pellsville	NA	3	0	0	0	0.1	3	NA	E	2020	E1	NA	NA	NA	NA	3	NA
15	Pellsville	6.9	3	0	0	0	0	2	NA	E	2020	E1	NA	NA	NA	NA	3	NA
16	Pellsville	3.9	4	0	0	0	0	3	NA	E	2020	E1	NA	NA	NA	NA	3	NA
17	Pellsville	NA	3	0	0	0	0	8	NA	E	2020	E1	NA	NA	NA	NA	3	NA
18	Pellsville	7.1	4	0	0	0	0	7	NA	E	2020	E1	NA	NA	NA	NA	3	NA
19	Pellsville	7.1	4	0	0	0	0	4	NA	E	2020	E1	NA	NA	NA	NA	3	NA
20	Pellsville	6.9	3	0	0	0	0.1	1	NA	E	2020	E1	NA	NA	NA	NA	3	NA
1	Weston	6.9	4	0	0	0	0	3	NA	E	2020	E4	NA	NA	NA	NA	3	NA
2	Weston	8.25	3	0	0	0	1	1	NA	E	2020	E4	NA	NA	NA	NA	3	NA
3	Weston	4.9	4	0	0	0	0	5	NA	E	2020	E4	NA	NA	NA	NA	3	NA
4	Weston	NA	4	0	0	0	0.1	2	NA	E	2020	E4	NA	NA	NA	NA	3	NA
5	Weston	6.9	3	0	0	0	0.1	4	NA	E	2020	E4	NA	NA	NA	NA	3	NA
6	Weston	NA	0	NA	NA	NA	NA	NA	NA	E	2020	E4	NA	NA	NA	NA	3	NA
7	Weston	NA	2	0	0	0	0	1	NA	E	2020	E4	NA	NA	NA	NA	3	NA
8	Weston	7.7	3	0	0	0	0	2	NA	E	2020	E4	NA	NA	NA	NA	3	NA
9	Weston	1.9	2	0	0	0	0.1	NA	NA	E	2020	E4	NA	NA	NA	NA	3	NA
21	Weston	4.9	3	0	0	0	0.5	5	NA	E	2020	E4	NA	NA	NA	NA	3	NA
10	Weston	6.9	4	0	0	0	0	4	NA	E	2020	E4	NA	NA	NA	NA	3	NA
11	Weston	5.1	3	0	0	0	0	3	NA	E	2020	E4	NA	NA	NA	NA	3	NA
12	Weston	NA	4	0	0	0	0	2	NA	E	2020	E4	NA	NA	NA	NA	3	NA
13	Weston	NA	4	0	0	0	0	2	NA	E	2020	E4	NA	NA	NA	NA	3	NA
14	Weston	NA	4	0	0	0	0.5	4	NA	E	2020	E4	.5Maybesampledredblotch	NA	NA	NA	3	NA
15	Weston	NA	4	0	0	0	NA	5	NA	E	2020	E4	0	NA	NA	NA	3	NA
16	Weston	NA	2	0	0	0	NA	2	NA	E	2020	E4	1redblotch?	NA	NA	NA	3	NA
17	Weston	NA	0	NA	NA	NA	NA	NA	NA	E	2020	E4	NA	NA	NA	NA	3	NA
18	Weston	NA	0	NA	NA	NA	NA	NA	NA	E	2020	E4	NA	NA	NA	NA	3	NA
22	Weston	NA	3	0	0	0	0	6	NA	E	2020	E4	NA	NA	NA	NA	3	NA
23	Weston	5.3	0	0	0	0	0	6	NA	E	2020	E4	NA	NA	NA	NA	3	NA
19	Weston	NA	3	0	0	0	0	3	NA	E	2020	E4	NA	NA	NA	NA	3	NA
20	Weston	NA	3	0	0	0	0	3	NA	E	2020	E4	NA	NA	NA	NA	3	NA
1	W3	8.3	3	NA	NA	0	100	NA	NA	W	2020	W3	16stemgallsnoleaves	NA	NA	NA	3	NA
2	W3	7.5	3	0	0	0	90	3	NA	W	2020	W3	2stemgalls	NA	NA	NA	3	NA
3	W3	8.1	4	0	0	0	99	NA	NA	W	2020	W3	lotsofstems	NA	NA	NA	3	NA
4	W3	8.2	6	NA	NA	0	100	NA	NA	W	2020	W3	"lotsofstemsnoleaves,syemgallwasps"	NA	NA	NA	3	NA
5	W3	7.9	5	NA	NA	0	100	NA	NA	W	2020	W3	"stemgalls,noleaves"	NA	NA	NA	3	NA
6	W3	8.1	3	NA	NA	0	100	NA	NA	W	2020	W3	anyplantwith100blotchisanNAforleafrust	NA	NA	NA	3	NA
7	W3	7.9	6	0	0	0	99	NA	NA	W	2020	W3	NA	NA	NA	NA	3	NA
8	W3	7.3	4	0	0	0	50	6	NA	W	2020	W3	NA	NA	NA	NA	3	NA
9	W3	7.5	7	0	0	0	30	6	NA	W	2020	W3	bigcrown	NA	NA	NA	3	NA
10	W3	7.9	3	0	0	0	95	2	NA	W	2020	W3	NA	NA	NA	NA	3	NA
11	W3	7.3	6	0	0	0	50	2	NA	W	2020	W3	stemgalls	NA	NA	NA	3	NA
12	W3	7.7	6	0	0	0	85	5	NA	W	2020	W3	stemgall	NA	NA	NA	3	NA
13	W3	7.7	5	0	0	0	65	3	NA	W	2020	W3	stemgalls	NA	NA	NA	3	NA
14	W3	7.5	6	0	0	0	30	3	NA	W	2020	W3	stemgall	NA	NA	NA	3	NA
15	W3	7.5	6	0	0	0	45	4	NA	W	2020	W3	stemgall	NA	NA	NA	3	NA
16	W3	7.5	0	0	0	0	55	4	NA	W	2020	W3	eucosma	NA	NA	NA	3	NA
17	W3	7.9	7	0	0	0	65	2	NA	W	2020	W3	NA	NA	NA	NA	3	NA
18	W3	7.3	3	NA	NA	0	100	NA	NA	W	2020	W3	newplant	NA	NA	NA	3	NA
19	W3	7.3	3	0	0	0	90	2	NA	W	2020	W3	newplant	NA	NA	NA	3	NA
20	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W3	NA	NA	NA	NA	3	NA
1	W2	7.5	5	0.1	2	0.1	15	3	NA	W	2020	W2	NA	NA	NA	NA	3	NA
2	W2	7.3	4	0.1	2	0	10	4	NA	W	2020	W2	eucosmainthisfield	NA	NA	NA	3	NA
3	W2	8.5	5	1	2	0.1	15	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
4	W2	8.2	4	0.01	2	0	10	2	NA	W	2020	W2	someotherbrowningdiseaseaffecting60%foliage	NA	NA	NA	3	NA
5	W2	7.3	5	0.1	2	0.1	10	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
6	W2	7.3	4	0.5	2	0.1	15	4	NA	W	2020	W2	blackvein	NA	NA	NA	3	NA
7	W2	8.1	3	0.1	2	0.1	90	NA	NA	W	2020	W2	NA	NA	NA	NA	3	NA
8	W2	8.2	3	0	0	0	95	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
9	W2	8.5	4	NA	NA	NA	100	NA	NA	W	2020	W2	NA	NA	NA	NA	3	NA
10	W2	7.3	4	0.1	2	0	10	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
11	W2	7.3	3	0	0	0	5	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
12	W2	8.1	3	0.1	2	0	1	8	NA	W	2020	W2	NA	NA	NA	NA	3	NA
13	W2	7.3	4	0.1	2	0.1	55	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
14	W2	7.5	3	0	0	0	10	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
15	W2	8.3	3	0.1	2	0	60	3	NA	W	2020	W2	NA	NA	NA	NA	3	NA
16	W2	7.7	5	0.1	2	0	45	5	NA	W	2020	W2	NA	NA	NA	NA	3	NA
17	W2	7.3	3	0.01	2	0	75	2	NA	W	2020	W2	NA	NA	NA	NA	3	NA
18	W2	8.1	4	NA	NA	0	100	NA	NA	W	2020	W2	NA	NA	NA	NA	3	NA
19	W2	7.5	4	NA	NA	0	100	NA	NA	W	2020	W2	NA	NA	NA	NA	3	NA
20	W2	7.5	4	NA	NA	0	100	NA	NA	W	2020	W2	NA	NA	NA	NA	3	NA
1	W4	8.5	9	0	0	0	0.5	5	NA	W	2020	W4	NA	NA	NA	NA	3	NA
2	W4	7.7	9	0	0	0	40	6	NA	W	2020	W4	NA	NA	NA	NA	3	NA
3	W4	7.3	9	0	0	0	85	7	NA	W	2020	W4	NA	NA	NA	NA	3	NA
4	W4	7.7	6	0	0	0	35	5	NA	W	2020	W4	NA	NA	NA	NA	3	NA
5	W4	7.5	7	0	0	0	2	2	NA	W	2020	W4	NA	NA	NA	NA	3	NA
6	W4	7.5	10	0	0	0	10	4	NA	W	2020	W4	massivecrown2.5ftacross	NA	NA	NA	3	NA
7	W4	7.3	9	0	0	0	0	8	NA	W	2020	W4	NA	NA	NA	NA	3	NA
8	W4	7.5	8	0	0	0	0	4	NA	W	2020	W4	NA	NA	NA	NA	3	NA
9	W4	7.3	9	0.1	2	0	0.5	2	NA	W	2020	W4	NA	NA	NA	NA	3	NA
10	W4	7.3	9	0.1	2	0	0	3	NA	W	2020	W4	eucosma	NA	NA	NA	3	NA
11	W4	7.5	9	0.5	2	0.1	2	2	NA	W	2020	W4	NA	NA	NA	NA	3	NA
12	W4	7.3	7	0	0	0	1	2	NA	W	2020	W4	NA	NA	NA	NA	3	NA
13	W4	NA	5	0	0	0	1	5	NA	W	2020	W4	ama	NA	NA	NA	3	NA
14	W4	7.7	7	0	0	0	2	4	NA	W	2020	W4	NA	NA	NA	NA	3	NA
15	W4	8.9	10	0	0	0	1	5	NA	W	2020	W4	NA	NA	NA	NA	3	NA
16	W4	8.9	7	0	0	0	15	3	NA	W	2020	W4	NA	NA	NA	NA	3	NA
17	W4	8.9	8	0	0	0	45	6	NA	W	2020	W4	NA	NA	NA	NA	3	NA
18	W4	7.3	7	0	0	0	70	3	NA	W	2020	W4	NA	NA	NA	NA	3	NA
19	W4	7.5	6	0	0	0	75	5	NA	W	2020	W4	NA	NA	NA	NA	3	NA
20	W4	8.5	6	0	0	0	50	5	NA	W	2020	W4	NA	NA	NA	NA	3	NA
1	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
2	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
3	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
4	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
5	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
6	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
7	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
8	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
9	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
10	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
11	W1	NA	NA	NA	NA	NA	NA	NA	NA	W	2020	W1	thisprairiewasmowed	NA	NA	NA	3	NA
