plant_num	PrairieName	grwthstg	vigor	leaf_rust	Rust_response	stem_rust	Leaf_blotch	viral_symptoms	notes_AUG2020	Region	Year	Prairie	notes_sept2020	notes_sept2019	notes_July_2019	notes_aug1st_2019	Trip_number	viral_percent
NA	W3	5.1	4	0	0	0	0.1	NA	NA	W	2019	W3	NA	NA	NA	NA	1	0
NA	W3	5.3	9	0	0	0	0.2	NA	NA	W	2019	W3	NA	NA	NA	NA	1	2
NA	W3	5.5	8	0	0	0	0.1	NA	NA	W	2019	W3	NA	NA	NA	NA	1	20
NA	W3	5.3	6	0	0	0	0	NA	NA	W	2019	W3	NA	NA	NA	NA	1	10
NA	W3	5.1	7	0	0	0	0.1	NA	NA	W	2019	W3	NA	NA	NA	NA	1	5
NA	W3	6.1	7	0	0	0	0	NA	NA	W	2019	W3	NA	NA	NA	NA	1	5
NA	W3	6.9	9	0	0	0	0	NA	NA	W	2019	W3	NA	NA	NA	NA	1	10
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W3	NA	NA	NA	NA	NA	NA	NA	NA	W	2019	W3	NA	NA	NA	NA	1	NA
NA	W4	5.5	7	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	40
NA	W4	7.3	8	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	30
NA	W4	7.1	8	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	40
NA	W4	6.9	6	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	30
NA	W4	7.3	7	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	30
NA	W4	7.1	8	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	40
NA	W4	5.1	9	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	20
NA	W4	5.5	8	0	0	0	0	NA	NA	W	2019	W4	NA	NA	drivimg.5ishmilesdowntheroad	NA	1	2
NA	W4	6.1	8	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	50
NA	W4	6.1	8	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	20
NA	W4	5.1	9	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	10
NA	W4	5.1	8	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	10
NA	W4	7.1	6	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	60
NA	W4	5.1	7	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	60
NA	W4	7.1	4	0	0	0	0	NA	NA	W	2019	W4	NA	NA	NA	NA	1	30
NA	W4	5.9	9	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	40
NA	W4	7.1	7	0	0	0	1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	50
NA	W4	5.9	8	0	0	0	0.5	NA	NA	W	2019	W4	NA	NA	NA	NA	1	40
NA	W4	6.9	9	0	0	0	0.5	NA	NA	W	2019	W4	NA	NA	NA	NA	1	50
NA	W4	7.3	9	0	0	0	0.1	NA	NA	W	2019	W4	NA	NA	NA	NA	1	0
NA	PrairiePark	7.1	3	0.5	2	0	1	NA	NA	C	2019	C1	NA	NA	NA	tooksomeleaves	1	0
NA	PrairiePark	6.9	3	1	2	2	1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	5	0.1	2	1	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	0.1	7.1	0.1	2	0	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.3	3	0.1	2	1	0.5	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	4.9	3	0.1	2	0.1	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	2.9	3	0.1	2	0	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	3	0.1	2	0.1	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	3.1	2	0.1	2	0	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	5	0.1	2	0	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.3	4	0.1	2	0	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.5	4	0.5	2	0	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.1	5	0.5	2	1	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	NA	2	5	3	2	0.5	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.3	4	0.5	2	5	0.1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.3	5	2	2	2	0	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	4	1	2	1	0.5	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	5	0.1	2	0.5	0.5	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	6.9	4	0.5	2	2	0.5	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	PrairiePark	7.1	3	0.5	2	1	1	NA	NA	C	2019	C1	NA	NA	NA	NA	1	0
NA	Ogg	6.5	5	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	headarecolonizedandleavesarebroadlikeintheGH99	1	0
NA	Ogg	6.25	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	3.5	5	0	0	0	0.1	NA	NA	C	2019	C2	NA	NA	NA	NA	1	2
NA	Ogg	3.7	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	4.3	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	6.5	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	3.7	6	0	0	0	0.1	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	5.5	5	0.1	2	0.1	0	NA	NA	C	2019	C2	NA	NA	NA	rustcollectedogg8	1	0
NA	Ogg	3.5	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	4.7	5	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	4.1	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	5.1	5	0.1	2	0	0	NA	NA	C	2019	C2	NA	NA	NA	toosmalltocollect1pustule	1	0
NA	Ogg	4.7	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	3.5	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	5.1	5	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	5.5	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	4.3	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	5.5	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	4.9	6	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	Ogg	3.9	4	0	0	0	0	NA	NA	C	2019	C2	NA	NA	NA	NA	1	0
NA	KillCreek	5.5	7	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.1	6	0	0	0.1	0.1	NA	NA	C	2019	C3	NA	NA	NA	2pustuletaken	1	0
NA	KillCreek	4.5	6	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	noheadscolonizedsofar	1	0
NA	KillCreek	5.1	5	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	6.1	5	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.9	7	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.25	4	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	6.25	5	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.5	4	0	0	0	0.1	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.5	6	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.75	7	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	4.7	7	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	2
NA	KillCreek	5.9	7	0	0	0	0.1	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	5.5	5	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	6.1	6	0	0	0	0.1	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	4.9	8	0	0	0	0	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0.1
NA	KillCreek	5.5	6	0	0	0	0.1	NA	NA	C	2019	C3	NA	NA	NA	NA	1	0
NA	KillCreek	NA	NA	NA	NA	NA	NA	NA	NA	C	2019	C3	NA	NA	NA	nomoredefinativeindividuals	1	NA
NA	KillCreek	NA	NA	NA	NA	NA	NA	NA	NA	C	2019	C3	NA	NA	NA	NA	1	NA
NA	KillCreek	NA	NA	NA	NA	NA	NA	NA	NA	C	2019	C3	NA	NA	NA	NA	1	NA
NA	LexingtonLake	5.5	5	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	3.9	5	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.9	4	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.1	3	0	0	0	0.1	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	4.3	5	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	4.1	3	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	0.1	5	2	0.1	0	0	NA	NA	C	2019	C4	NA	NA	NA	stemandleaveswerecollected	1	0
NA	LexingtonLake	5.1	6	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0.5
NA	LexingtonLake	5.9	6	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	6.5	7	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	6.5	4	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.75	5	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	6.9	5	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	6.1	3	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.5	5	0	0	0	1	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.1	4	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	4.9	4	0	0	0	0.1	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	4.3	4	0	0	0	0.1	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.5	4	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	LexingtonLake	5.75	6	0	0	0	0	NA	NA	C	2019	C4	NA	NA	NA	NA	1	0
NA	Weston	4.1	7	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.7	8	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	50
NA	Weston	3.7	6	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.9	7	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.7	6	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.6	5	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	5
NA	Weston	3.6	8	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	15
NA	Weston	3.5	4	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.3	4	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	0
NA	Weston	3.5	8	0	0	NA	0	NA	NA	E	2019	E4	NA	NA	NA	NA	1	5
NA	Pellsville	3.5	8	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	15
NA	Pellsville	3.7	5	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	20
NA	Pellsville	3.9	6	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	10
NA	Pellsville	3.9	7	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	0
NA	Pellsville	3.7	6	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	0
NA	Pellsville	3.7	8	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	20
NA	Pellsville	3.9	4	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	30
NA	Pellsville	4.3	8	0	0	NA	0	NA	NA	E	2019	E1	NA	NA	NA	NA	1	0
NA	Pellsville	3.9	7	0	0	NA	0.1	NA	NA	E	2019	E1	NA	NA	NA	NA	1	20
NA	Pellsville	4.3	7	0	0	NA	0.1	NA	NA	E	2019	E1	NA	NA	NA	NA	1	40
